ID,LICENSE ID,ACCOUNT NUMBER,SITE NUMBER,LEGAL NAME,DOING BUSINESS AS NAME,ADDRESS,CITY,STATE,ZIP CODE,WARD,PRECINCT,WARD PRECINCT,POLICE DISTRICT,LICENSE CODE,LICENSE DESCRIPTION,BUSINESS ACTIVITY ID,BUSINESS ACTIVITY,LICENSE NUMBER,APPLICATION TYPE,APPLICATION CREATED DATE,APPLICATION REQUIREMENTS COMPLETE,PAYMENT DATE,CONDITIONAL APPROVAL,LICENSE TERM START DATE,LICENSE TERM EXPIRATION DATE,LICENSE APPROVED FOR ISSUANCE,DATE ISSUED,LICENSE STATUS,LICENSE STATUS CHANGE DATE,SSA,LATITUDE,LONGITUDE,LOCATION
2457767-20170523,2457767,400083,1,ALBION HOTEL LLC,HAMPTON INN CHICAGO/ LOYOLA STATION,1209 W ALBION AVE,CHICAGO,IL,60626,49,32,49-32,24,4404,Regulated Business License,676,Hotel - 7 or More Sleeping Rooms,2457767,ISSUE,03/23/2016,10/12/2016,10/12/2016,N,05/23/2017,02/15/2019,05/23/2017,05/23/2017,AAI,,54,42.002437643,-87.661191152,"(42.002437642824745, -87.66119115199011)"
2207777-20170216,2503954,326750,1,"BELMONT HOTEL INVESTMENTS, LLC",CITY SUITES HOTEL,933 W BELMONT AVE 1 - 4,CHICAGO,IL,60657,44,20,44-20,19,4404,Regulated Business License,676,Hotel - 7 or More Sleeping Rooms,2207777,RENEW,,12/15/2016,01/11/2017,N,02/16/2017,02/15/2019,01/11/2017,01/13/2017,AAI,,17,41.939818919,-87.652819706,"(41.93981891880396, -87.65281970598932)"
2205575-20170316,2508127,85368,3,COURTYARD MANAGEMENT LLC,Courtyard By Marriott/Gladsome's on State,12 E HUBBARD ST,CHICAGO,IL,60611,42,55,42-55,18,4404,Regulated Business License,676,Hotel - 7 or More Sleeping Rooms,2205575,RENEW,,01/15/2017,02/28/2017,N,03/16/2017,03/15/2019,02/28/2017,02/28/2017,AAI,,,41.890183364,-87.627512232,"(41.890183364036254, -87.62751223183574)"
2246994-20170216,2502203,17016,1,"MI SUN, INC",O-MI MOTEL,5611 N LINCOLN AVE  1ST,CHICAGO,IL,60659,40,19,40-19,20,4404,Regulated Business License,676,Hotel - 7 or More Sleeping Rooms,2246994,RENEW,,12/15/2016,01/08/2017,N,02/16/2017,02/15/2019,01/08/2017,01/09/2017,AAI,,,41.983469226,-87.695448755,"(41.98346922607376, -87.69544875484024)"
2205575-20190316,2643427,85368,3,COURTYARD MANAGEMENT LLC,Courtyard By Marriott/Gladsome's on State,12 E HUBBARD ST,CHICAGO,IL,60611,42,55,42-55,18,4404,Regulated Business License,676,Hotel - 7 or More Sleeping Rooms,2205575,RENEW,,01/15/2019,03/08/2019,N,03/16/2019,07/15/2021,03/08/2019,03/08/2019,AAI,,,41.890183364,-87.627512232,"(41.890183364036254, -87.62751223183574)"
2206781-20180316,2576759,290539,1,"PRINTERS ROW, LLC",HOTEL BLAKE,500 S DEARBORN ST 1ST - 11TH,CHICAGO,IL,60605,4,49,4-49,1,4404,Regulated Business License,676,Hotel - 7 or More Sleeping Rooms,2206781,RENEW,,01/15/2018,01/30/2018,N,03/16/2018,03/15/2020,01/30/2018,01/31/2018,AAC,02/26/2020,,41.87556911,-87.629383226,"(41.87556910960446, -87.62938322586831)"
2263085-20180716,2599144,381630,1,"CHICAGO ORD HOTEL PARTNERS, LLC",RENAISSANCE CHICAGO O'HARE HOTEL,8500 W BRYN MAWR AVE,CHICAGO,IL,60631,41,29,41-29,16,4404,Regulated Business License,670 | 676,Health Club | Hotel - 7 or More Sleeping Rooms,2263085,RENEW,,05/15/2018,05/23/2018,N,07/16/2018,07/15/2020,05/23/2018,05/29/2018,AAI,,,41.981180725,-87.839167558,"(41.98118072487806, -87.83916755770461)"
2207498-20171116,2558001,318192,1,SOMIP CORPORATION,ALOHA MOTEL,8515 S CICERO AVE 1-2,CHICAGO,IL,60652,18,28,18-28,8,4404,Regulated Business License,676,Hotel - 7 or More Sleeping Rooms,2207498,RENEW,,09/15/2017,10/02/2017,N,11/16/2017,11/15/2019,10/02/2017,10/10/2017,AAI,,,41.737711982,-87.740813041,"(41.737711981844576, -87.74081304134964)"
2206183-20170316,2508713,258836,2,WHITE LODGING SERVICES CORPORATION,SPRING HILL SUITES,410 N DEARBORN ST,CHICAGO,IL,60610,42,55,42-55,18,4404,Regulated Business License,676,Hotel - 7 or More Sleeping Rooms,2206183,RENEW,,01/15/2017,02/20/2017,N,03/16/2017,03/15/2019,02/20/2017,04/05/2017,AAI,,,41.889634253,-87.6297443,"(41.88963425287828, -87.62974429986244)"
2204230-20170916,2543656,4121,1,MUKTI ENTERPRISES INC,APACHE MOTEL,5535 N LINCOLN AVE,CHICAGO,IL,60625,40,19,40-19,20,4404,Regulated Business License,676,Hotel - 7 or More Sleeping Rooms,2204230,RENEW,,07/15/2017,07/31/2017,N,09/16/2017,09/15/2019,07/31/2017,08/01/2017,AAI,,,41.982295171,-87.693477374,"(41.98229517129972, -87.69347737382861)"
2288913-20180916,2613854,365471,4,"CHICAGO PREMIER SUITES, LLC",CHICAGO PREMIER SUITES,71 W HUBBARD ST 38TH THRU 44TH,CHICAGO,IL,60654,42,55,42-55,18,4404,Regulated Business License,676,Hotel - 7 or More Sleeping Rooms,2288913,RENEW,,07/15/2018,08/06/2018,N,09/16/2018,09/15/2020,08/06/2018,08/07/2018,AAI,,,41.8899146,-87.63082841,"(41.88991459992795, -87.63082841016218)"
2204382-20190316,2642694,16964,1,RENAISSANCE HOTEL OPERATING COMPANY,RENAISSANCE CHICAGO HOTEL,1 W WACKER DR  1ST F,CHICAGO,IL,60601,42,9,42-9,1,4404,Regulated Business License,676 | 745,Hotel - 7 or More Sleeping Rooms  | Provide Full Body Massage Services,2204382,RENEW,,01/15/2019,03/15/2019,N,03/16/2019,07/15/2021,03/15/2019,03/15/2019,AAI,,1,41.886704229,-87.62805356,"(41.88670422864661, -87.62805355978018)"
2210294-20180216,2573497,368947,1,WALDORF=ASTORIA MANAGEMENT LLC,WALDORF ASTORIA CHICAGO,11 E WALTON ST,CHICAGO,IL,60611,42,61,42-61,18,4404,Regulated Business License,676 | 745,Hotel - 7 or More Sleeping Rooms  | Provide Full Body Massage Services,2210294,RENEW,,12/15/2017,02/14/2018,N,02/16/2018,02/15/2020,02/14/2018,02/15/2018,AAI,,,41.899834921,-87.627799172,"(41.89983492074242, -87.6277991723728)"
2206183-20190316,2643971,258836,2,WHITE LODGING SERVICES CORPORATION,SPRING HILL SUITES,410 N DEARBORN ST,CHICAGO,IL,60610,42,55,42-55,18,4404,Regulated Business License,676,Hotel - 7 or More Sleeping Rooms,2206183,RENEW,,01/15/2019,02/25/2019,N,03/16/2019,07/15/2021,02/25/2019,02/26/2019,AAI,,,41.889634253,-87.6297443,"(41.88963425287828, -87.62974429986244)"
2245285-20170216,2505132,375959,1,WHM REVERE LLC,WYNDHAM GRAND CHICAGO RIVERFRONT,71 E WACKER DR 1-39,CHICAGO,IL,60601,42,9,42-9,1,4404,Regulated Business License,676,Hotel - 7 or More Sleeping Rooms,2245285,RENEW,,12/15/2016,01/11/2017,N,02/16/2017,02/15/2019,01/11/2017,02/08/2017,AAI,,,41.887756523,-87.625518192,"(41.88775652273528, -87.62551819161445)"
2535608-20170928,2535608,417240,1,CHICAGO O'HARE LESSEE LLC,HILTON O'HARE,11601 W TOUHY AVE 1,CHICAGO,IL,60666,41,27,41-27,16,4404,Regulated Business License,670 | 676,Health Club | Hotel - 7 or More Sleeping Rooms,2535608,ISSUE,05/26/2017,06/19/2017,07/06/2017,N,09/28/2017,10/15/2019,09/27/2017,09/28/2017,AAC,04/17/2019,,42.008750766,-87.906874134,"(42.00875076599798, -87.90687413400109)"
2207778-20170216,2503957,326753,1,"BROMPTON HOTEL INVESTMENTS, LLC",MAJESTIC HOTEL,528 W BROMPTON AVE 1 - 4,CHICAGO,IL,60657,46,36,46-36,19,4404,Regulated Business License,676,Hotel - 7 or More Sleeping Rooms,2207778,RENEW,,12/15/2016,01/11/2017,N,02/16/2017,02/15/2019,01/11/2017,01/13/2017,AAI,,,41.947447204,-87.644050335,"(41.94744720448506, -87.64405033502861)"
2636409-20190325,2636409,412338,3,HILTON MANAGEMENT LLC,HILTON O'HARE,11601 W TOUHY AVE LL-10,CHICAGO,IL,60666,41,27,41-27,16,4404,Regulated Business License,676,Hotel - 7 or More Sleeping Rooms,2636409,ISSUE,11/21/2018,01/09/2019,01/11/2019,N,03/25/2019,10/15/2019,03/21/2019,03/22/2019,AAI,,,42.008750766,-87.906874134,"(42.00875076599798, -87.90687413400109)"
2636409-20191016,2688075,412338,3,HILTON MANAGEMENT LLC,HILTON O'HARE,11601 W TOUHY AVE LL-10,CHICAGO,IL,60666,41,27,41-27,16,4404,Regulated Business License,676,Hotel - 7 or More Sleeping Rooms,2636409,RENEW,,08/15/2019,10/08/2019,N,10/16/2019,10/15/2021,10/08/2019,10/08/2019,AAI,,,42.008750766,-87.906874134,"(42.00875076599798, -87.90687413400109)"
2206843-20190316,2644234,293140,1,"PIL II, L.P.",HILTON CHICAGO MAGNIFICIENT MILE SUITES,198 E DELAWARE PL,CHICAGO,IL,60611,2,35,2-35,18,4404,Regulated Business License,676 | 745,Hotel - 7 or More Sleeping Rooms  | Provide Full Body Massage Services,2206843,RENEW,,01/15/2019,02/22/2019,N,03/16/2019,07/15/2021,02/22/2019,02/25/2019,AAI,,,41.899351735,-87.621986906,"(41.89935173506942, -87.62198690644685)"
2217904-20170316,2508728,258836,6,WHITE LODGING SERVICES CORPORATION,FAIRFIELD INN AND SUITES CHICAGO DOWNTOWN RIVER NORTH,60 W ILLINOIS ST 1-17,CHICAGO,IL,60654,42,22,42-22,18,4404,Regulated Business License,676,Hotel - 7 or More Sleeping Rooms,2217904,RENEW,,01/15/2017,02/20/2017,N,03/16/2017,03/15/2019,02/20/2017,04/05/2017,AAI,,,41.890940946,-87.630324339,"(41.89094094642818, -87.63032433916605)"
2204377-20170816,2537333,16488,1,PETERSON - RIDGE CORP,HEART O CHICAGO MOTEL,5990 N RIDGE AVE 1ST,CHICAGO,IL,60660,40,46,40-46,20,4404,Regulated Business License,676,Hotel - 7 or More Sleeping Rooms,2204377,RENEW,,06/15/2017,07/11/2017,N,08/16/2017,08/15/2019,07/11/2017,07/12/2017,AAI,,,41.990523338,-87.671912673,"(41.99052333807348, -87.67191267325455)"
2204430-20180116,2566301,18638,1,VMM INC.,SKYLARK MOTEL,5435 S ARCHER AVE,CHICAGO,IL,60638,23,8,23-8,8,4404,Regulated Business License,676,Hotel - 7 or More Sleeping Rooms,2204430,RENEW,,11/15/2017,12/05/2017,N,01/16/2018,01/15/2020,12/05/2017,12/06/2017,AAI,,,41.79834535,-87.744316941,"(41.798345349894625, -87.744316941091)"
2207473-20170316,2509233,317381,1,"HCP OXFORD OBG CASS PROPERTY COMPANY, LLC",HOLIDAY INN EXPRESS MAG MILE CASS,640 N WABASH AVE 1-16,CHICAGO,IL,60611,42,22,42-22,18,4404,Regulated Business License,676,Hotel - 7 or More Sleeping Rooms,2207473,RENEW,,01/15/2017,04/03/2017,N,03/16/2017,03/15/2019,04/03/2017,04/03/2017,AAI,,,41.893691307,-87.62692024,"(41.89369130700822, -87.62692024021078)"
2205899-20170316,2508483,222101,2,"OHIO EAST HOTEL, LLC",ACME HOTEL COMPANY/THE BERKSHIRE,15 E OHIO ST 1 & 2,CHICAGO,IL,60611,42,22,42-22,18,4404,Regulated Business License,676,Hotel - 7 or More Sleeping Rooms,2205899,RENEW,,01/15/2017,05/11/2017,N,03/16/2017,03/15/2019,05/11/2017,05/11/2017,AAI,,,41.892370924,-87.627415892,"(41.89237092419156, -87.62741589201816)"
2555692-20180116,2555692,421011,1,1124 W WILSON INVESTORS LLC,WILSON MENS HOTEL,1124 W WILSON AVE 1-4,CHICAGO,IL,60640,46,32,46-32,19,4404,Regulated Business License,676,Hotel - 7 or More Sleeping Rooms,2555692,ISSUE,09/07/2017,12/26/2017,01/02/2018,N,01/16/2018,02/15/2020,01/16/2018,01/16/2018,AAI,,34,41.965496029,-87.65848068,"(41.965496028800594, -87.65848068015096)"
2363628-20170216,2505490,394482,1,"HIT PORTFOLIO I TRS, LLC",HOMEWOOD SUITES BY HILTON CHICAGO DOWNTOWN,40 E GRAND AVE 6-19,CHICAGO,IL,60611,42,22,42-22,18,4404,Regulated Business License,676,Hotel - 7 or More Sleeping Rooms,2363628,RENEW,,12/15/2016,02/09/2017,N,02/16/2017,02/15/2019,02/09/2017,02/10/2017,AAI,,,41.891796783,-87.626492737,"(41.89179678289696, -87.62649273716487)"
2205272-20170416,2513095,62811,1,JACK GORE & FRED BEIDER,Rodeway Inn Chicago/Evanston,6080 N LINCOLN AVE,CHICAGO,IL,60659,50,25,50-25,17,4404,Regulated Business License,676,Hotel - 7 or More Sleeping Rooms,2205272,RENEW,,02/15/2017,03/24/2017,N,04/16/2017,04/15/2019,03/24/2017,03/27/2017,AAI,,,41.992815657,-87.711557399,"(41.99281565721951, -87.71155739931793)"
2206182-20190316,2643968,258836,1,WHITE LODGING SERVICES CORPORATION,COURTYARD BY MARRIOTT,165 E ONTARIO ST,CHICAGO,IL,60611,42,53,42-53,18,4404,Regulated Business License,676,Hotel - 7 or More Sleeping Rooms,2206182,RENEW,,01/15/2019,03/01/2019,N,03/16/2019,07/15/2021,03/01/2019,03/05/2019,AAI,,,41.893251246,-87.622791844,"(41.89325124631192, -87.62279184406287)"
2233207-20170616,2526877,376803,2,JAMIN ANDREW ESTEP,ESTEP CAPITAL MANAGEMENT,469 W HURON ST 14-21,CHICAGO,IL,60654,42,68,42-68,18,4404,Regulated Business License,676,Hotel - 7 or More Sleeping Rooms,2233207,RENEW,,04/15/2017,05/13/2017,N,06/16/2017,06/15/2019,05/13/2017,05/15/2017,AAC,02/22/2018,,41.894593341,-87.641241421,"(41.89459334091703, -87.64124142148492)"
2217902-20190316,2643975,258836,4,WHITE LODGING SERVICES CORPORATION,ALOFT CHICAGO CITY CENTER,515 N CLARK ST 1-18,CHICAGO,IL,60654,42,22,42-22,18,4404,Regulated Business License,676,Hotel - 7 or More Sleeping Rooms,2217902,RENEW,,01/15/2019,02/20/2019,N,03/16/2019,07/15/2021,02/20/2019,02/21/2019,AAI,,,41.891371598,-87.630972449,"(41.891371598247204, -87.63097244919902)"
2205759-20181016,2618578,210667,1,CHICAGO HILTON LLC,CHICAGO HILTON & TOWERS,720 S MICHIGAN AVE,CHICAGO,IL,60605,4,18,4-18,1,4404,Regulated Business License,676 | 745 | 816,Hotel - 7 or More Sleeping Rooms  | Provide Full Body Massage Services | Storage or Use of Hazardous Materials,2205759,RENEW,,08/15/2018,10/05/2018,N,10/16/2018,07/15/2021,10/05/2018,10/09/2018,AAI,,,41.872798869,-87.62433781,"(41.87279886935482, -87.62433781031022)"
2314184-20170116,2500258,386344,1,VIRGIN HOTELS CHICAGO LLC,VIRGIN HOTELS CHICAGO LLC,203 N WABASH AVE,CHICAGO,IL,60601,42,9,42-9,1,4404,Regulated Business License,670 | 676,Health Club | Hotel - 7 or More Sleeping Rooms,2314184,RENEW,,11/15/2016,01/09/2017,N,01/16/2017,01/15/2019,01/09/2017,01/13/2017,AAI,,,41.885828293,-87.626138262,"(41.885828292802344, -87.62613826248786)"
2205792-20180616,2591604,213476,1,LAKE SHORE HOSPITALITY INC.,Best Western Plus  Chicago Lake Shore / Lake Shore Cafe,4900 S CHICAGO BEACH DR 1-4,CHICAGO,IL,60615,5,22,5-22,2,4404,Regulated Business License,676,Hotel - 7 or More Sleeping Rooms,2205792,RENEW,,04/15/2018,06/06/2018,N,06/16/2018,06/15/2020,06/06/2018,06/07/2018,AAI,,,41.806170388,-87.585799573,"(41.806170387632804, -87.58579957251453)"
2506121-20170522,2506121,404402,1,Integrated 32 West Randolph LLC,CAMBRIA HOTEL & SUITES,32 W RANDOLPH ST,CHICAGO,IL,60601,42,9,42-9,1,4404,Regulated Business License,670 | 676,Health Club | Hotel - 7 or More Sleeping Rooms,2506121,ISSUE,12/20/2016,02/10/2017,02/10/2017,N,05/22/2017,06/15/2019,05/22/2017,05/22/2017,AAI,,1,41.884592863,-87.629089521,"(41.88459286291501, -87.62908952144605)"
2217902-20170316,2508718,258836,4,WHITE LODGING SERVICES CORPORATION,ALOFT CHICAGO CITY CENTER,515 N CLARK ST 1-18,CHICAGO,IL,60654,42,22,42-22,18,4404,Regulated Business License,676,Hotel - 7 or More Sleeping Rooms,2217902,RENEW,,01/15/2017,02/20/2017,N,03/16/2017,03/15/2019,02/20/2017,04/05/2017,AAI,,,41.891371598,-87.630972449,"(41.891371598247204, -87.63097244919902)"
2209437-20171116,2558368,360993,1,"CM CHICAGO, LLC",RADISSON BLU AQUA HOTEL,221 N COLUMBUS DR,CHICAGO,IL,60601,42,50,42-50,1,4404,Regulated Business License,676,Hotel - 7 or More Sleeping Rooms,2209437,RENEW,,09/15/2017,10/04/2017,N,11/16/2017,11/15/2019,10/04/2017,10/05/2017,AAI,,,41.886312514,-87.62054177,"(41.88631251428426, -87.62054176987209)"
2207393-20180916,2612633,314818,1,KHRG ALLEGRO LLC,HOTEL ALLEGRO,171 W RANDOLPH ST 1-19,CHICAGO,IL,60601,42,9,42-9,1,4404,Regulated Business License,676,Hotel - 7 or More Sleeping Rooms,2207393,RENEW,,07/15/2018,09/10/2018,N,09/16/2018,09/15/2020,09/10/2018,09/14/2018,AAI,,,41.884361877,-87.633164538,"(41.88436187748195, -87.63316453760919)"
2555447-20180216,2555447,420934,2,GINOSI CHICAGO CORPORATION,GINOSI APARTELS,747 N MAY ST,CHICAGO,IL,60642,27,54,27-54,12,4404,Regulated Business License,676,Hotel - 7 or More Sleeping Rooms,2555447,ISSUE,09/01/2017,09/05/2017,09/06/2017,N,02/16/2018,12/15/2019,02/16/2018,02/16/2018,AAI,,29,41.895808019,-87.655775086,"(41.895808019106084, -87.65577508614813)"
2204368-20190416,2648184,15986,1,LAKE HOTEL MANAGEMENT CO.,BEST WESTERN-HAWTHORNE TERRACE,3434 N BROADWAY AVE 1ST,CHICAGO,IL,60657,44,33,44-33,19,4404,Regulated Business License,676,Hotel - 7 or More Sleeping Rooms,2204368,RENEW,,02/22/2019,03/09/2019,N,04/16/2019,07/15/2021,03/09/2019,04/19/2019,AAI,,8,41.944175149,-87.645493146,"(41.9441751490448, -87.64549314577413)"
2207229-20170316,2509144,309247,1,"WWL DHOTEL INVESTORS, L.L.C.",DRAKE HOTEL - VALET OPER,140 E WALTON PL,CHICAGO,IL,60611,2,29,2-29,18,4404,Regulated Business License,676,Hotel - 7 or More Sleeping Rooms,2207229,RENEW,,01/15/2017,03/10/2017,N,03/16/2017,03/15/2019,03/10/2017,03/14/2017,AAI,,,41.900118457,-87.623980519,"(41.90011845725853, -87.62398051946951)"
2446301-20180516,2588281,403691,1,"EMPIRE MOTEL & SUITES, INC.",EMPIRE MOTEL,7621 S COTTAGE GROVE AVE 1 & 2,CHICAGO,IL,60619,8,23,8-23,6,4404,Regulated Business License,676,Hotel - 7 or More Sleeping Rooms,2446301,RENEW,,03/15/2018,03/23/2018,N,05/16/2018,05/15/2020,03/23/2018,03/26/2018,AAI,,51,41.756102125,-87.605179979,"(41.75610212472902, -87.60517997942154)"
2206323-20180916,2611781,267111,1,BRE/SWISS LP,Swissotel Chicago,323 E WACKER DR,CHICAGO,IL,60601,42,50,42-50,1,4404,Regulated Business License,676 | 745,Hotel - 7 or More Sleeping Rooms  | Provide Full Body Massage Services,2206323,RENEW,,07/15/2018,07/16/2018,N,09/16/2018,09/15/2020,07/16/2018,07/17/2018,AAI,,,41.887556041,-87.619655093,"(41.887556040948596, -87.61965509328479)"
2204230-20190916,2678389,4121,1,MUKTI ENTERPRISES INC,APACHE MOTEL,5535 N LINCOLN AVE,CHICAGO,IL,60625,40,19,40-19,20,4404,Regulated Business License,676,Hotel - 7 or More Sleeping Rooms,2204230,RENEW,,07/15/2019,08/08/2019,N,09/16/2019,09/15/2021,08/08/2019,08/09/2019,AAI,,,41.982295171,-87.693477374,"(41.98229517129972, -87.69347737382861)"
2207651-20190316,2644501,322810,1,401 NORTH WABASH AVENEUE HOTEL CONDOMINIUM ASSOCIATION,401 NORTH WABASH AVENUE HOTEL CONDOMINIUM ASSOCIATON,401 N WABASH AVE 1-27,CHICAGO,IL,60611,42,55,42-55,18,4404,Regulated Business License,676,Hotel - 7 or More Sleeping Rooms,2207651,RENEW,,01/15/2019,03/06/2019,N,03/16/2019,07/15/2021,03/06/2019,03/07/2019,AAI,,,41.889284014,-87.626548548,"(41.889284013529334, -87.62654854794113)"
2206918-20170316,2508993,296565,1,"WHITEHALL HOTEL,  L.L.C.",THE WHITEHALL HOTEL,105 E DELAWARE PL,CHICAGO,IL,60611,42,61,42-61,18,4404,Regulated Business License,676,Hotel - 7 or More Sleeping Rooms,2206918,RENEW,,01/15/2017,02/17/2017,N,03/16/2017,03/15/2019,02/17/2017,02/21/2017,AAI,,,41.89907578,-87.625809524,"(41.89907578039763, -87.62580952351014)"
2209850-20180916,2613852,365471,2,"CHICAGO PREMIER SUITES, LLC",Vacasa,540 N STATE ST,CHICAGO,IL,60654,42,20,42-20,18,4404,Regulated Business License,676,Hotel - 7 or More Sleeping Rooms,2209850,RENEW,,07/15/2018,08/06/2018,N,09/16/2018,09/15/2020,08/06/2018,08/07/2018,AAI,,,41.892069494,-87.628224428,"(41.89206949449362, -87.62822442829267)"
2501653-20170626,2501653,412122,1,ACE GROUP CHICAGO LLC,ACE HOTEL CHICAGO,311-319 N MORGAN ST,CHICAGO,IL,60607,27,57,27-57,12,4404,Regulated Business License,676,Hotel - 7 or More Sleeping Rooms,2501653,ISSUE,12/12/2016,03/17/2017,03/17/2017,N,06/26/2017,07/15/2019,06/15/2017,06/15/2017,AAI,,,41.887121914,-87.65203576,"(41.88712191392366, -87.6520357596219)"
2206918-20190316,2644265,296565,1,"WHITEHALL HOTEL,  L.L.C.",THE WHITEHALL HOTEL,105 E DELAWARE PL,CHICAGO,IL,60611,42,61,42-61,18,4404,Regulated Business License,676,Hotel - 7 or More Sleeping Rooms,2206918,RENEW,,01/15/2019,03/06/2019,N,03/16/2019,07/15/2021,03/06/2019,03/07/2019,AAI,,,41.89907578,-87.625809524,"(41.89907578039763, -87.62580952351014)"
2469517-20180716,2599677,406793,1,"R-ROOF CHICAGO, LLC",THE ST. CLAIR HOTEL,162 E ONTARIO ST,CHICAGO,IL,60611,42,35,42-35,18,4404,Regulated Business License,676,Hotel - 7 or More Sleeping Rooms,2469517,RENEW,,05/15/2018,06/08/2018,N,07/16/2018,07/15/2020,06/08/2018,06/08/2018,AAI,,,41.893469468,-87.62289419,"(41.893469467646554, -87.62289419025899)"
2208522-20180716,2598407,348354,1,"SKYWAY MOTEL & SUITES, INC.","SKYWAY MOTEL & SUITES, INC.",9132-9138 S STONY ISLAND AVE 1 & 2,CHICAGO,IL,60617,8,12,8-12,4,4404,Regulated Business License,676,Hotel - 7 or More Sleeping Rooms,2208522,RENEW,,05/15/2018,06/16/2018,N,07/16/2018,07/15/2020,06/16/2018,06/18/2018,AAI,,50,41.728626286,-87.585617211,"(41.72862628586091, -87.58561721097931)"
2206737-20190616,2661101,288417,1,CARLTON  MIDWAY CORP.,CARLTON  INN MIDWAY,4944 S ARCHER AVE,CHICAGO,IL,60632,14,13,14-13,8,4404,Regulated Business License,676,Hotel - 7 or More Sleeping Rooms,2206737,RENEW,,04/15/2019,05/19/2019,N,06/16/2019,07/15/2021,05/19/2019,05/20/2019,AAI,,39,41.803466981,-87.72178643,"(41.80346698060006, -87.72178642964842)"
2671122-20191216,2697720,418109,92,SONDER USA INC.,SONDER USA,808 S MICHIGAN AVE 8-10 & 14-20,CHICAGO,IL,60605,4,25,4-25,1,4404,Regulated Business License,676,Hotel - 7 or More Sleeping Rooms,2671122,RENEW,,10/15/2019,12/03/2019,N,12/16/2019,12/15/2021,12/03/2019,12/04/2019,AAI,,,41.871717548,-87.624312777,"(41.87171754808042, -87.62431277689711)"
2529000-20180416,2529000,258836,7,WHITE LODGING SERVICES CORPORATION,MOXY,530 N LA SALLE DR,CHICAGO,IL,60654,42,46,42-46,18,4404,Regulated Business License,676,Hotel - 7 or More Sleeping Rooms,2529000,ISSUE,05/04/2017,02/16/2018,02/22/2018,N,04/16/2018,03/15/2019,04/16/2018,04/16/2018,AAI,,,41.891682324,-87.632730713,"(41.891682323987396, -87.6327307134474)"
2658049-20190723,2658049,394609,3,DHC FOOD & BEVERAGE CORPORATION,THOMPSON CHICAGO HOTEL,21 E BELLEVUE PL,CHICAGO,IL,60611,42,24,42-24,18,4404,Regulated Business License,676,Hotel - 7 or More Sleeping Rooms,2658049,ISSUE,03/21/2019,06/13/2019,06/13/2019,N,07/23/2019,07/15/2021,07/22/2019,07/23/2019,AAI,,,41.90146137,-87.627514619,"(41.90146137010766, -87.62751461949168)"
2204229-20170216,2501952,4075,1,BAR INVESTORS INC,NORTH PARK INN,6250 N LINCOLN AVE 1ST,CHICAGO,IL,60659,50,25,50-25,17,4404,Regulated Business License,676,Hotel - 7 or More Sleeping Rooms,2204229,RENEW,,12/15/2016,01/06/2017,N,02/16/2017,02/15/2019,01/06/2017,01/09/2017,AAI,,,41.995417144,-87.715786527,"(41.995417144318694, -87.71578652698929)"
2207136-20180216,2572264,305262,1,"DANA HOTEL, LLC",DANA HOTEL AND SPA,2 W ERIE ST,CHICAGO,IL,60654,42,56,42-56,18,4404,Regulated Business License,676 | 745,Hotel - 7 or More Sleeping Rooms  | Provide Full Body Massage Services,2207136,RENEW,,12/15/2017,02/15/2018,N,02/16/2018,02/15/2020,02/15/2018,04/17/2018,AAI,,,41.894180455,-87.628218126,"(41.89418045475969, -87.62821812644587)"
2205603-20170516,2519104,86364,2,FIRST FM JOINT VENTURE,HAMPTON INN & SUITES,33 W ILLINOIS ST,CHICAGO,IL,60610,42,55,42-55,18,4404,Regulated Business License,676,Hotel - 7 or More Sleeping Rooms,2205603,RENEW,,03/15/2017,04/17/2017,N,05/16/2017,05/15/2019,04/17/2017,04/21/2017,AAI,,,41.890728908,-87.629385656,"(41.89072890812972, -87.6293856561825)"
2496217-20190616,2662917,411239,1,"SUMMIT HOTEL TRS 132, LLC",HYATT PLACE CHICAGO DOWNTOWN THE LOOP,28 N FRANKLIN ST,CHICAGO,IL,60606,42,9,42-9,1,4404,Regulated Business License,676,Hotel - 7 or More Sleeping Rooms,2496217,RENEW,,04/15/2019,07/08/2019,N,06/16/2019,07/15/2021,07/08/2019,07/08/2019,AAI,,,41.882649993,-87.63547347,"(41.882649993217434, -87.63547347015259)"
2204360-20180716,2596325,15503,1,"KIKI ENTERPRISES, LTD.",NEW BUDGET MOTEL,8903 S ASHLAND AVE,CHICAGO,IL,60620,21,8,21-8,22,4404,Regulated Business License,676,Hotel - 7 or More Sleeping Rooms,2204360,RENEW,,05/15/2018,06/13/2018,N,07/16/2018,07/15/2020,06/13/2018,06/14/2018,AAI,,69,41.73187237,-87.662804261,"(41.73187237047607, -87.66280426094097)"
2207039-20180216,2572048,301535,1,"LHO CHICAGO RIVER LESSEE, L.L.C.",HOTEL CHICAGO,333 N DEARBORN ST,CHICAGO,IL,60610,42,27,42-27,18,4404,Regulated Business License,676,Hotel - 7 or More Sleeping Rooms,2207039,RENEW,,12/15/2017,01/16/2018,N,02/16/2018,02/15/2020,01/16/2018,01/17/2018,AAI,,,41.888413743,-87.629410813,"(41.888413743062294, -87.62941081299829)"
