ID,LICENSE ID,ACCOUNT NUMBER,SITE NUMBER,LEGAL NAME,DOING BUSINESS AS NAME,ADDRESS,CITY,STATE,ZIP CODE,WARD,PRECINCT,WARD PRECINCT,POLICE DISTRICT,LICENSE CODE,LICENSE DESCRIPTION,BUSINESS ACTIVITY ID,BUSINESS ACTIVITY,LICENSE NUMBER,APPLICATION TYPE,APPLICATION CREATED DATE,APPLICATION REQUIREMENTS COMPLETE,PAYMENT DATE,CONDITIONAL APPROVAL,LICENSE TERM START DATE,LICENSE TERM EXPIRATION DATE,LICENSE APPROVED FOR ISSUANCE,DATE ISSUED,LICENSE STATUS,LICENSE STATUS CHANGE DATE,SSA,LATITUDE,LONGITUDE,LOCATION
2099508-20191116,2692501,362895,1,AMBIANCE REFINED INC.,FLAGSHIP TAVERN & GRILL,1622 W BELMONT AVE 1,CHICAGO,IL,60657,32,38,32-38,19,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,2099508,RENEW,,09/15/2019,11/20/2019,N,11/16/2019,11/15/2021,11/20/2019,11/21/2019,AAI,,27,41.93979302,-87.669616648,"(41.93979302024049, -87.66961664829614)"
1426-20190216,2637429,262,1,"SHEF AT OAK, INC.",KIRKWOOD BAR & GRILL,2934-36 N SHEFFIELD AVE 1ST,CHICAGO,IL,60657,44,27,44-27,19,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,1426,RENEW,,12/15/2018,01/11/2019,N,02/16/2019,09/15/2019,01/11/2019,01/14/2019,AAI,,17,41.935464431,-87.654102025,"(41.93546443073959, -87.65410202519548)"
2064212-20190216,2637647,12015,2,"BELMONT LOUNGE, INC.",THE PONY INN,1638 W BELMONT AVE 1 & 2,CHICAGO,IL,60657,32,38,32-38,19,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,2064212,RENEW,,12/15/2018,02/11/2019,N,02/16/2019,07/15/2021,02/11/2019,02/13/2019,AAI,,27,41.939784949,-87.670220318,"(41.939784949082046, -87.67022031784894)"
2522194-20170822,2522194,339641,6,GMB PARTNERS LLC,HALF ACRE BEER COMPANY,2050 W BALMORAL AVE,CHICAGO,IL,60625,40,45,40-45,20,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,2522194,ISSUE,03/17/2017,07/27/2017,07/03/2017,N,08/22/2017,09/15/2019,08/22/2017,08/22/2017,AAI,,,41.979747942,-87.681538949,"(41.97974794152861, -87.6815389486624)"
45629-20191216,2695489,10787,1,"TRUST ME & CO., INC",VAUGHANS PUB,5485 N NORTHWEST HWY,CHICAGO,IL,60630,45,40,45-40,16,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,45629,RENEW,,10/15/2019,11/05/2019,N,12/16/2019,12/15/2021,11/05/2019,11/06/2019,AAI,,,41.980469496,-87.777630621,"(41.98046949592434, -87.77763062118801)"
1153-20180616,2590899,24169,1,JOHN P CONSIDINE,JACK'S PLACE,618 W 18TH ST,CHICAGO,IL,60616,25,6,25-6,12,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,1153,RENEW,,04/15/2018,06/11/2018,N,06/16/2018,07/15/2021,06/11/2018,06/12/2018,AAI,,,41.857716936,-87.642732675,"(41.85771693584607, -87.64273267511129)"
30632-20190316,2642647,14172,1,"LIZZIE MCNEILL'S, INC.",LIZZIE MC NEILLS,400 N MCCLURG CT,CHICAGO,IL,60611,42,54,42-54,18,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,30632,RENEW,,01/15/2019,02/21/2019,N,03/16/2019,07/15/2021,02/21/2019,04/05/2019,AAI,,,41.889118473,-87.617754877,"(41.88911847301037, -87.61775487651728)"
2437563-20171107,2437563,386886,2,GOLDEN TEARDROPS LLC,GOLDEN TEARDROPS & LONESOME ROSE,"2101-2103 N CALIFORNIA AVE 1ST, BSMT, & RFTP",CHICAGO,IL,60647,1,13,1-13,14,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,2437563,ISSUE,12/01/2015,05/06/2016,04/07/2016,Y,11/07/2017,11/15/2019,11/07/2017,11/07/2017,AAI,,,41.919646931,-87.697115663,"(41.919646930728995, -87.69711566287606)"
52258-20190816,2672842,38266,1,6334 N. CLARK CORP.,GRACIE O'MALLEY'S EDGEWATER,6334 N CLARK ST 1ST #,CHICAGO,IL,60660,40,37,40-37,24,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,52258,RENEW,,06/15/2019,08/14/2019,N,08/16/2019,08/15/2021,08/14/2019,08/15/2019,AAI,,,41.997373464,-87.670548929,"(41.99737346350938, -87.67054892898828)"
12083-20190616,2659999,26932,1,KRYSTAN INCORPORATED,REGAL BEAGLE LAGARTIJAS BAR,3236 W 55TH ST 1,CHICAGO,IL,60632,14,15,14-15,8,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,12083,RENEW,,04/15/2019,05/08/2019,N,06/16/2019,07/15/2021,05/08/2019,05/08/2019,AAI,,,41.793600875,-87.705002907,"(41.793600875275615, -87.70500290691447)"
29133-20170416,2513233,63693,1,"SUNNYDAY TAP, INC.",SUNNYDAY TAP,4953 N ELSTON AVE 1ST #,CHICAGO,IL,60630,39,9,39-9,17,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,29133,RENEW,,02/15/2017,04/13/2017,N,04/16/2017,04/15/2019,04/13/2017,04/14/2017,AAI,,,41.970731871,-87.744192066,"(41.97073187089087, -87.74419206627292)"
2014310-20191016,2685392,24041,2,"MARK II, LTD.",Mark II Lounge/Red Room Comedy Club,7436-7442 N WESTERN AVE 1ST,CHICAGO,IL,60645,50,4,50-4,24,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,2014310,RENEW,,08/15/2019,09/09/2019,N,10/16/2019,10/15/2021,09/09/2019,09/10/2019,AAI,,,42.016961013,-87.690347254,"(42.016961012809865, -87.69034725403856)"
37816-20170616,2524200,15489,1,"EL PLAN, INC.","EL PLAN, INC.",2532 W 51ST ST 1,CHICAGO,IL,60632,15,17,15-17,9,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,37816,RENEW,,04/15/2017,06/05/2017,N,06/16/2017,06/15/2019,06/05/2017,06/06/2017,AAI,,,41.801201851,-87.687966444,"(41.80120185097902, -87.68796644449378)"
34644-20181216,2628147,14885,1,2916 WEST IRVING PARK CORPORATION,MARINERO BAR AND GRILL,2916 W IRVING PARK RD 1,CHICAGO,IL,60618,33,25,33-25,17,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,34644,RENEW,,10/15/2018,12/11/2018,N,12/16/2018,12/15/2020,12/11/2018,01/11/2019,AAI,,,41.954068125,-87.701477829,"(41.954068125180704, -87.70147782880944)"
929-20190916,2679106,62505,1,7123 W. HIGGINS RD. CORP.,TEASER'S PUB,7123 W HIGGINS AVE 1ST,CHICAGO,IL,60656,41,62,41-62,16,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,929,RENEW,,07/15/2019,09/08/2019,N,09/16/2019,09/15/2021,09/08/2019,09/09/2019,AAI,,,41.980726198,-87.80571278,"(41.980726198415624, -87.80571278001223)"
1984951-20170216,2504134,345494,1,"MILLIE'S TAVERN, INC.",MILLIE'S,1817 W WELLINGTON AVE 1ST,CHICAGO,IL,60657,32,41,32-41,19,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,1984951,RENEW,,12/15/2016,02/08/2017,N,02/16/2017,02/15/2019,02/08/2017,02/09/2017,AAI,,,41.935865854,-87.674338538,"(41.935865854231174, -87.67433853837197)"
2354623-20180816,2605167,348479,2,B & B MADISON ENTERTAIMENT CORP.,BRICKS NIGHT CLUB,4422 W MADISON ST 1,CHICAGO,IL,60624,28,33,28-33,11,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,2354623,RENEW,,06/15/2018,08/24/2018,N,08/16/2018,08/15/2020,08/24/2018,08/27/2018,AAI,,,41.880709192,-87.736437176,"(41.880709192327906, -87.73643717633821)"
15161-20171016,2552522,27690,1,MES CORPORATION,AMERICAN ALE HOUSE,2335 W HOWARD ST,CHICAGO,IL,60645,49,41,49-41,24,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,15161,RENEW,,08/31/2017,09/20/2017,N,10/16/2017,10/15/2019,09/20/2017,09/20/2017,AAI,,,42.019419393,-87.689101505,"(42.019419393235125, -87.68910150502954)"
10808-20191116,2690478,4717,1,BIALYSTOK MONK CHICAGO INC,BIALYSTOK MONK CHICAGO INC,3653 W DIVERSEY AVE,CHICAGO,IL,60647,35,21,35-21,25,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,10808,RENEW,,09/15/2019,11/08/2019,N,11/16/2019,11/15/2021,11/08/2019,11/13/2019,AAI,,,41.931773252,-87.719338329,"(41.931773251903934, -87.71933832858234)"
1680664-20190716,2667304,300575,1,"4923 N. CLARK STREET, INC.",THE SOFO TAP,4923 N CLARK ST,CHICAGO,IL,60640,47,2,47-2,20,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,1680664,RENEW,,05/15/2019,07/01/2019,N,07/16/2019,07/15/2021,07/01/2019,07/01/2019,AAI,,22,41.972455869,-87.66775631,"(41.97245586912859, -87.66775631025641)"
2412659-20180105,2412659,399868,1,"SLEEPING VILLAGE, INC.",SLEEPING VILLAGE,3734-3738 W BELMONT AVE 1,CHICAGO,IL,60618,30,16,30-16,17,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,2412659,ISSUE,07/13/2015,08/08/2016,07/11/2016,Y,01/05/2018,01/15/2020,01/05/2018,01/05/2018,AAI,,,41.939276987,-87.721203432,"(41.93927698725887, -87.72120343176074)"
2185129-20180316,2577311,375511,1,THIRSTY ONE INC.,THE HARDING TAVERN,2732 N MILWAUKEE AVE,CHICAGO,IL,60647,35,17,35-17,14,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,2185129,RENEW,,01/15/2018,02/26/2018,N,03/16/2018,03/15/2020,02/26/2018,02/27/2018,AAI,,,41.930721998,-87.710345481,"(41.9307219977604, -87.7103454809135)"
2261715-20170216,2503735,306714,4,BRENDAN JAMES CORPORATION,BRENDAN'S PUB / LOWER BROADWAY,"3169 N BROADWAY  1, LL",CHICAGO,IL,60657,44,30,44-30,19,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,2261715,RENEW,,12/15/2016,01/05/2017,N,02/16/2017,02/15/2019,01/05/2017,01/06/2017,AAI,,8,41.939713621,-87.644242283,"(41.93971362082049, -87.64424228290623)"
830-20191116,2690404,156,1,"LAS VEGAS NITE CLUB, INC.",LAS VEGAS NITE CLUB INC,3702 W ARMITAGE AVE 1,CHICAGO,IL,60647,26,24,26-24,25,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,830,RENEW,,09/15/2019,11/04/2019,N,11/16/2019,11/15/2021,11/04/2019,12/05/2019,AAI,,,41.917360988,-87.719361145,"(41.91736098818671, -87.71936114474791)"
2511387-20190516,2657164,413393,12,"SSP AMERICA, INC.",MIDWAY POUR HOUSE,5700 S CICERO AVE  CA07,CHICAGO,IL,60638,13,41,13-41,8,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,2511387,RENEW,,03/15/2019,05/01/2019,N,05/16/2019,07/15/2021,05/01/2019,05/02/2019,AAI,,,41.789329323,-87.741645644,"(41.789329323265385, -87.74164564419637)"
2601787-20190823,2601787,428204,1,"726 WEST GRAND, LLC",REBEL AND RYE TAVERN,726 W GRAND AVE 1,CHICAGO,IL,60654,27,11,27-11,12,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,2601787,ISSUE,06/06/2018,08/16/2019,02/06/2019,Y,08/23/2019,09/15/2021,08/23/2019,08/23/2019,AAI,,,41.891301563,-87.646970293,"(41.891301562840724, -87.64697029253391)"
2162356-20190616,2661930,373305,1,THREE DOTS AND A DASH LLC,THREE DOTS AND A DASH,435 N CLARK ST LL,CHICAGO,IL,60654,42,55,42-55,18,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,2162356,RENEW,,04/15/2019,05/29/2019,N,06/16/2019,07/15/2021,05/29/2019,05/30/2019,AAI,,,41.890207793,-87.630940842,"(41.89020779260571, -87.63094084169998)"
2542652-20170905,2542652,352824,3,"METROPOLITAN BREWING, LLC",METROPOLITAN BREWING,3057 N ROCKWELL ST,CHICAGO,IL,60618,35,7,35-7,14,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,2542652,ISSUE,06/30/2017,08/30/2017,07/03/2017,N,09/05/2017,09/15/2019,09/05/2017,09/05/2017,AAI,,,41.937394949,-87.69273769,"(41.93739494901925, -87.69273768966114)"
12712-20170816,2537644,27086,1,BIG TEDDY BEAR INC.,Teddy Bear Lounge,3513 N PULASKI RD 1,CHICAGO,IL,60641,30,15,30-15,17,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,12712,RENEW,,06/15/2017,08/01/2017,N,08/16/2017,08/15/2019,08/01/2017,08/02/2017,AAI,,,41.945017077,-87.727212967,"(41.94501707728026, -87.72721296652979)"
1198-20180516,2584390,230,1,NORTH STAR INN CORP.,HOPSMITH TAVERN,15 W DIVISION ST 1 AND 2,CHICAGO,IL,60610,2,36,2-36,18,1471,Late Hour,785,"Sale of Liquor Until 4am, Monday - Saturday and 5am on Sunday",1198,RENEW,,03/15/2018,05/09/2018,N,05/16/2018,07/15/2020,05/09/2018,05/10/2018,AAI,,,41.903820879,-87.62932853,"(41.90382087918895, -87.62932852980815)"
1330093-20180316,2575680,3746,1,"LINO'S RESTAURANT, INC.",ELECTRIC HOTEL,222 W ONTARIO ST 1,CHICAGO,IL,60654,42,68,42-68,18,1471,Late Hour,785,"Sale of Liquor Until 4am, Monday - Saturday and 5am on Sunday",1330093,RENEW,,01/15/2018,01/16/2018,N,03/16/2018,03/15/2020,01/16/2018,01/17/2018,AAI,,,41.893283273,-87.635119224,"(41.89328327332552, -87.63511922430564)"
13539-20170516,2518221,6291,1,CHICAGO NEWSROOM INC,"CHICAGO NEWSROOM, INC",500 W MADISON ST,CHICAGO,IL,60661,42,21,42-21,1,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,13539,RENEW,,03/15/2017,05/08/2017,N,05/16/2017,05/15/2019,05/08/2017,05/09/2017,AAI,,,41.881994338,-87.639758685,"(41.88199433820508, -87.6397586848809)"
24148-20180716,2596612,29968,1,NEW CELEBRITY LOUNGE INC,NEW CELEBRITY LOUNGE INC,2020-2022 E 83RD ST 1ST,CHICAGO,IL,60617,8,42,8-42,4,1472,Music and Dance,916,Music and Dance,24148,RENEW,,05/15/2018,07/10/2018,N,07/16/2018,10/15/2020,07/10/2018,07/10/2018,AAI,,,41.744456862,-87.574910022,"(41.74445686220236, -87.57491002150282)"
8421-20191016,2685008,4068,1,KYMO INC,ALIBIS,6420 N WESTERN AVE,CHICAGO,IL,60645,50,19,50-19,24,1471,Late Hour,785,"Sale of Liquor Until 4am, Monday - Saturday and 5am on Sunday",8421,RENEW,,08/15/2019,10/12/2019,N,10/16/2019,10/15/2021,10/12/2019,10/15/2019,AAI,,43,41.998382026,-87.690051282,"(41.998382026238964, -87.69005128167967)"
32280-20190316,2642401,2681,2,"MORY'S, LTD.",PIPPIN'S TAVERN,806 N RUSH ST 1,CHICAGO,IL,60611,42,19,42-19,18,1471,Late Hour,785,"Sale of Liquor Until 4am, Monday - Saturday and 5am on Sunday",32280,RENEW,,01/15/2019,03/14/2019,N,03/16/2019,07/15/2021,03/14/2019,04/16/2019,AAI,,,41.896926926,-87.625857956,"(41.896926926058576, -87.62585795579281)"
2334278-20190916,2681702,380622,2,COMMUNITY OF THE FUTURE INC.,MARIA'S PACKAGED GOODS & COMMUNITY BAR,954-960 W 31ST ST 1ST,CHICAGO,IL,60608,11,8,11-8,9,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,2334278,RENEW,,07/15/2019,08/07/2019,N,09/16/2019,09/15/2021,08/07/2019,09/24/2019,AAI,,,41.838096528,-87.650674653,"(41.83809652812035, -87.6506746532279)"
305-20191116,2690844,24026,1,WHIRLWAY LOUNGE INC.,WHIRLWAY LOUNGE INC,3224 W FULLERTON AVE 1ST,CHICAGO,IL,60647,35,25,35-25,14,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,305,RENEW,,09/15/2019,09/30/2019,N,11/16/2019,11/15/2021,09/30/2019,10/01/2019,AAI,,,41.924815427,-87.708475422,"(41.924815426999395, -87.70847542181946)"
1979655-20181216,2629396,344728,1,"TIME 2 RELAX BAR AND GRILL, INC.",PL LOUNGE,3454-3456 N PULASKI RD 1ST 1,CHICAGO,IL,60641,30,38,30-38,17,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,1979655,RENEW,,10/15/2018,12/10/2018,N,12/16/2018,07/15/2021,12/10/2018,12/11/2018,AAI,,,41.94429816,-87.727482808,"(41.94429815959749, -87.72748280788329)"
286-20190816,2673007,62478,1,DIMITRA INC.,THE UNFORGETTABLE BAR,4206 W IRVING PARK RD 1,CHICAGO,IL,60641,45,5,45-5,17,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,286,RENEW,,06/15/2019,08/01/2019,N,08/16/2019,08/15/2021,08/01/2019,08/02/2019,AAI,,,41.953701867,-87.732820359,"(41.95370186712484, -87.73282035885879)"
1446319-20170116,2499259,270495,1,J & A SPORTS BAR INC.,J & A SPORTS BAR,5650 W DIVERSEY AVE,CHICAGO,IL,60639,30,28,30-28,25,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,1446319,RENEW,,11/15/2016,01/11/2017,N,01/16/2017,01/15/2019,01/11/2017,01/12/2017,AAI,,,41.931359742,-87.768306122,"(41.931359742356165, -87.76830612237863)"
25558-20170216,2502390,30322,1,"DRAM SHOP, LTD.",DRAM SHOP LTD,3040 N BROADWAY,CHICAGO,IL,60657,44,6,44-6,19,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,25558,RENEW,,12/15/2016,02/10/2017,N,02/16/2017,02/15/2019,02/10/2017,02/14/2017,AAI,,8,41.937595515,-87.644465168,"(41.93759551483016, -87.64446516842042)"
9285-20181116,2623480,26060,1,"CASEY & SON, INC.",BEAUTY BAR,1444 W CHICAGO AVE,CHICAGO,IL,60642,27,32,27-32,12,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,9285,RENEW,,09/15/2018,11/08/2018,N,11/16/2018,07/15/2021,11/08/2018,11/09/2018,AAI,,29,41.896231065,-87.664220343,"(41.896231064727615, -87.66422034267339)"
44458-20170916,2544491,35460,1,"GIO'S SPORTS BAR, INC",GIO'S SPORTS BAR,4857 N DAMEN AVE 1ST,CHICAGO,IL,60625,47,36,47-36,20,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,44458,RENEW,,07/15/2017,09/13/2017,N,09/16/2017,09/15/2019,09/13/2017,09/13/2017,AAI,,31,41.970429591,-87.679086659,"(41.97042959055041, -87.67908665930871)"
44411-20170416,2512838,35441,1,O'CONNELL - FINNEGAN INCORPORATED,IRISH EYES,2519 N LINCOLN AVE,CHICAGO,IL,60614,43,39,43-39,19,1472,Music and Dance,916,Music and Dance,44411,RENEW,,02/15/2017,03/28/2017,N,04/16/2017,04/15/2019,03/28/2017,03/28/2017,AAI,,35,41.927753439,-87.651775311,"(41.927753439102524, -87.65177531105877)"
37812-20170416,2512503,15488,1,"BLUE TURTLE ENTERPRISES, INC.",DISTILLED CHICAGO,1480 W WEBSTER AVE 1 & 2,CHICAGO,IL,60614,32,37,32-37,18,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,37812,RENEW,,02/15/2017,04/14/2017,N,04/16/2017,04/15/2019,04/14/2017,04/17/2017,AAI,,,41.921709717,-87.666309718,"(41.92170971743507, -87.66630971808745)"
10628-20190216,2637839,26486,1,"J. & D. ENTERPRISES OF ILLINOIS, INC.",SHAKERS ON CLARK,3160 N CLARK ST 1ST,CHICAGO,IL,60657,44,20,44-20,19,1472,Music and Dance,916,Music and Dance,10628,RENEW,,12/15/2018,01/22/2019,N,02/16/2019,07/15/2021,01/22/2019,01/23/2019,AAI,,17,41.939250599,-87.65028008,"(41.93925059904862, -87.65028008046899)"
1822226-20191116,2690923,29300,2,WEST HO INC.,GREEN EYE LOUNGE,2403-2405 W HOMER ST,CHICAGO,IL,60647,1,29,1-29,14,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,1822226,RENEW,,09/15/2019,10/11/2019,N,11/16/2019,11/15/2021,10/11/2019,10/15/2019,AAI,,33,41.916563849,-87.687581466,"(41.91656384926489, -87.68758146591958)"
2522184-20180620,2522184,414914,1,"VMM SOCIAL ROOM, INC.",VMM SOCIAL ROOM,5240 W FULLERTON AVE 1,CHICAGO,IL,60639,31,35,31-35,25,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,2522184,ISSUE,03/17/2017,07/26/2017,07/24/2017,Y,06/20/2018,07/15/2020,06/20/2018,06/20/2018,AAI,,,41.924195163,-87.757833537,"(41.924195162749236, -87.75783353727932)"
37660-20170316,2508031,64071,1,909 NORTH MICHIGAN AVENUE CORPORATION,THE WESTIN MICHIGAN AVENUE,909 N MICHIGAN AVE,CHICAGO,IL,60611,2,35,2-35,18,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,37660,RENEW,,01/15/2017,03/07/2017,N,03/16/2017,03/15/2019,02/10/2017,04/20/2017,AAI,,,41.899539028,-87.623989,"(41.89953902796158, -87.62398900032618)"
12595-20190916,2678423,6092,1,5062 LINCOLNWOOD INC.,THE ATLANTIC BAR & GRILL,5062 N LINCOLN AVE,CHICAGO,IL,60625,40,36,40-36,20,1472,Music and Dance,916,Music and Dance,12595,RENEW,,07/15/2019,08/20/2019,N,09/16/2019,09/15/2021,08/20/2019,08/21/2019,AAI,,21,41.973412393,-87.691817464,"(41.97341239266947, -87.69181746370495)"
69283-20171116,2556888,44654,1,LITE INN LOUNGE INC.,LITE INN LOUNGE,3616 W DIVISION ST 1ST,CHICAGO,IL,60651,36,37,36-37,25,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,69283,RENEW,,09/15/2017,11/05/2017,N,11/16/2017,11/15/2019,11/05/2017,11/06/2017,AAI,,,41.902858968,-87.717356615,"(41.90285896804475, -87.71735661538072)"
39502-20170416,2512823,33962,1,"DIGGER'S PUB, INC.",Frank's,2503 N CLARK ST 1ST,CHICAGO,IL,60614,43,27,43-27,19,1471,Late Hour,785,"Sale of Liquor Until 4am, Monday - Saturday and 5am on Sunday",39502,RENEW,,02/15/2017,03/17/2017,N,04/16/2017,04/15/2019,03/17/2017,03/17/2017,AAI,,23,41.927947483,-87.641725773,"(41.9279474829532, -87.64172577279659)"
1436-20171116,2556147,264,1,"PAUL AND MARC'S ENTERPRISES, LTD.",LOCAL 83,8355 S PULASKI RD,CHICAGO,IL,60652,18,11,18-11,8,1471,Late Hour,785,"Sale of Liquor Until 4am, Monday - Saturday and 5am on Sunday",1436,RENEW,,09/15/2017,11/09/2017,N,11/16/2017,11/15/2019,11/09/2017,11/13/2017,AAI,,,41.740515143,-87.721478363,"(41.74051514320914, -87.72147836324686)"
2254283-20191016,2685511,32489,4,6962 N. GLENWOOD CORPORATION,THE GLENWOOD,6958-6962 N GLENWOOD AVE 1,CHICAGO,IL,60626,49,31,49-31,24,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,2254283,RENEW,,08/15/2019,10/21/2019,N,10/16/2019,10/15/2020,10/21/2019,10/22/2019,AAI,,24,42.0084496,-87.666341392,"(42.00844959951811, -87.6663413916053)"
27815-20171016,2552577,30874,1,"BUON APPETITO, INC.",PARADISE CLUB,7068 W BELMONT AVE 1ST,CHICAGO,IL,60634,29,20,29-20,16,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,27815,RENEW,,08/31/2017,10/12/2017,N,10/16/2017,10/15/2019,10/12/2017,10/13/2017,AAI,,,41.938147542,-87.803863081,"(41.938147541640866, -87.80386308149528)"
1994-20191116,2690418,390,1,"LA DONNA LOUNGE, INC.",THE BURLINGTON,3425 W FULLERTON AVE 1,CHICAGO,IL,60647,35,60,35-60,14,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,1994,RENEW,,09/15/2019,11/13/2019,N,11/16/2019,11/15/2021,11/13/2019,11/14/2019,AAI,,,41.924542793,-87.713106645,"(41.92454279258769, -87.71310664475575)"
72449-20191016,2685615,45809,1,"PEGGY CONRAD, LIMITED.",CONRAD'S PLACE,6522 S PULASKI RD 1ST #,CHICAGO,IL,60629,13,50,13-50,8,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,72449,RENEW,,08/15/2019,10/15/2019,N,10/16/2019,10/15/2021,10/15/2019,10/15/2019,AAI,,3,41.774326171,-87.722798161,"(41.774326171289246, -87.72279816113895)"
39207-20170216,2501912,3036,1,LA CANOPY INC,MONASTERO'S RISTORANTE,3935-3939 W DEVON AVE  1ST,CHICAGO,IL,60659,39,32,39-32,17,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,39207,RENEW,,12/15/2016,02/14/2017,N,02/16/2017,02/15/2019,02/14/2017,02/16/2017,AAI,,,41.997134146,-87.727663622,"(41.99713414611455, -87.72766362171252)"
1231-20170816,2536851,237,1,TELLERS INC,CUNNEEN'S PUB,1424 W DEVON AVE 1ST,CHICAGO,IL,60660,49,11,49-11,24,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,1231,RENEW,,06/15/2017,06/30/2017,N,08/16/2017,08/15/2019,06/30/2017,07/03/2017,AAI,,26,41.998233382,-87.666601569,"(41.99823338201386, -87.66660156947138)"
25702-20170916,2544434,30354,1,SAAR INC,ST. PAULI'S BAR,5109 N LINCOLN AVE  1,CHICAGO,IL,60625,40,14,40-14,20,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,25702,RENEW,,07/15/2017,09/07/2017,N,09/16/2017,09/15/2019,09/07/2017,09/08/2017,AAI,,,41.974369465,-87.691998213,"(41.974369465401125, -87.69199821258272)"
45256-20191216,2695817,35739,1,ALBERT RUSIN,FRIENDLY TAVERN,6124 W GUNNISON ST 1ST,CHICAGO,IL,60630,45,43,45-43,16,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,45256,RENEW,,10/15/2019,11/12/2019,N,12/16/2019,12/15/2021,11/12/2019,11/13/2019,AAI,,,41.968597385,-87.781895211,"(41.968597385239214, -87.78189521071093)"
1766425-20181116,2624534,307814,1,HAPPY VILLAGE CORP.,HAPPY VILLAGE CORP.,1057-1059 N WOLCOTT AVE 1,CHICAGO,IL,60622,1,3,1-3,12,1470,Tavern,767 | 829,Retail Sales of General Merchandise and Non-Perishable Food | Tavern - Consumption of Liquor on Premises,1766425,RENEW,,09/15/2018,10/07/2018,N,11/16/2018,07/15/2021,10/07/2018,10/09/2018,AAI,,,41.90126401,-87.674614823,"(41.901264009685704, -87.67461482324751)"
2099509-20180916,2613831,362897,1,"DRINK AND INK, INC.",DRINK AND INK,4443 N BROADWAY  1ST,CHICAGO,IL,60640,46,47,46-47,19,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,2099509,RENEW,,07/15/2018,07/30/2018,N,09/16/2018,09/15/2020,07/30/2018,07/31/2018,AAI,,34,41.962941114,-87.655737291,"(41.96294111380255, -87.65573729121013)"
24203-20171016,2552565,29983,1,"AS TIME GOES BY II, LTD.",AS TIME GOES BY II LTD.,7706 W BELMONT AVE,CHICAGO,IL,60634,38,40,38-40,16,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,24203,RENEW,,08/31/2017,10/12/2017,N,10/16/2017,10/15/2019,10/12/2017,10/13/2017,AAI,,,41.937994149,-87.819283117,"(41.9379941491104, -87.81928311687304)"
1107-20171216,2561010,210,1,H.T.A. INC.,HAM TREE INN,5333 N MILWAUKEE AVE 1ST,CHICAGO,IL,60630,45,32,45-32,16,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,1107,RENEW,,10/15/2017,11/14/2017,N,12/16/2017,12/15/2019,11/14/2017,11/15/2017,AAI,,,41.977503479,-87.769236631,"(41.9775034792202, -87.76923663085236)"
